trType,posX1,posY1,posZ1,posX2,posY2,posZ2
3,92480.4,40317.3,40037.4,92443.7,40355.8,41397.6
3,92443.7,40355.8,41397.6,92416,40390.9,42757.4
3,92416,40390.9,42757.4,92361.3,40436.4,45450
3,92361.3,40436.4,45450,92369.2,40453.8,46812.3
3,92369.2,40453.8,46812.3,92377.3,40615,48169.4
3,92377.3,40615,48169.4,92346.9,40781.8,53600.4
3,92346.9,40781.8,53600.4,92355.1,40851,54978.9
3,92355.1,40851,54978.9,92422,40916.1,56355.4
3,92422,40916.1,56355.4,92556.1,41016.1,57721.7
3,92777.3,40078.4,34642.1,92708.3,40154.2,35942.1
3,92708.3,40154.2,35942.1,92620.9,40233.1,37315.3
3,92620.9,40233.1,37315.3,92579.1,40295.5,38681.7
3,92579.1,40295.5,38681.7,92564.9,40384.8,40037.4
3,92564.9,40384.8,40037.4,92596.2,40461.4,41397.6
3,91947.1,40782.8,48231.1,91856.9,40859.9,49531.1
3,91856.9,40859.9,49531.1,91765.3,40878.1,50890
3,91953.2,40779.6,48231.1,91889.8,40847.3,49531.1
3,91889.8,40847.3,49531.1,91818.1,40944.8,50890
3,91818.1,40944.8,50890,91793.1,41031.2,52238.9
3,91793.1,41031.2,52238.9,91764.8,41107.1,54978.9
3,92444.8,40505.7,48231.1,92496.8,40564.2,49531.1
3,92496.8,40564.2,49531.1,92604.7,40710.7,50890
3,91826.5,40970.2,50938.9,91849,41119.4,52238.9
3,91116.9,41493.7,61870.7,91047.2,41560.3,63170.7
3,91120.7,41493.3,61870.7,91077.9,41562.6,63170.7
3,91077.9,41562.6,63170.7,91038.6,41623.3,64530.9
3,91526,40114.9,59160,91431.2,40153.1,60460
3,91431.2,40153.1,60460,91347.2,40182.1,61815.4
3,91347.2,40182.1,61815.4,91258.3,40236.2,63170.7
3,91258.3,40236.2,63170.7,91170.3,40302.2,64530.9
3,91170.3,40302.2,64530.9,91077.1,40374.5,65886
3,91077.1,40374.5,65886,90988.2,40444.4,67269.8
3,90988.2,40444.4,67269.8,90905.1,40521.9,68648.4
3,90905.1,40521.9,68648.4,90837.3,40628,70018.7
3,90837.3,40628,70018.7,90711.1,40777,71367.5
3,90711.1,40777,71367.5,90603.3,40891.6,72728.5
3,91436.1,40159.4,60515.4,91344.5,40198,61815.4
3,91344.5,40198,61815.4,91240.6,40235.6,63170.7
3,91240.6,40235.6,63170.7,91142.2,40268.9,64530.9
3,91142.2,40268.9,64530.9,91020.2,40239.6,65886
3,91020.2,40239.6,65886,90923.9,40225.6,67269.8
3,90923.9,40225.6,67269.8,90837,40248,68648.4
3,90837,40248,68648.4,90783,40284.7,70018.7
3,91666.1,39293.8,53678.9,91604.2,39290.3,54978.9
3,91604.2,39290.3,54978.9,91533.1,39249.8,56355.4
3,91533.1,39249.8,56355.4,91465,39165.5,57721.7
3,91465,39165.5,57721.7,91434.6,39132.5,59089.9
3,91434.6,39132.5,59089.9,91346.3,39118.8,60460
3,91676.3,39328.4,53678.9,91603.8,39355.2,54978.9
3,91549.1,39334.3,55055.4,91397.1,39206.2,56355.4
3,91563.2,39288.4,57789.9,91509.4,39301.5,59089.9
3,91518.7,39259.7,59160,91497.4,39172.9,60460
3,91497.4,39172.9,60460,91362.9,39123.1,61815.4
3,91918.2,40006.9,49590,91822.8,40041.7,50890
3,91822.8,40041.7,50890,91743.2,40083.6,52238.9
3,91743.2,40083.6,52238.9,91626.9,40196.8,53600.4
3,91918.8,40006.3,49590,91830.4,40034,50890
3,91830.4,40034,50890,91776.8,40081.3,52238.9
3,91776.8,40081.3,52238.9,91813.2,40200.6,53600.4
3,91813.2,40200.6,53600.4,91858.3,40318.3,54978.9
